Cost of Living Index,mortgage_rate,date,nielsen_rank,hotness_rank,hotness_rank_yy,supply_score,demand_score,median_days_on_market_yy,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price_yy,city_name,state_abb,city_state,tax_rank,Effective_Total_Tax_Med_US_Household,Annual_Total_Tax_Med_US_Household,Per_Diff_State_US_Avg,Annual_Total_Tax_State_Household,Adjusted_Overall_Rank
92.9,2.27,2021-06-01,120,1021,-519,60.3043754,20.9258085,-0.255555556,0.384615385,0.6545,-0.110920437,omaha,ne,omaha_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
,2.27,2021-06-01,849,1275,-472,17.88205453,36.84210526,-0.35625,0.342857143,0.8545,0.193502825,red bluff,ca,red bluff_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
100.3,2.27,2021-06-01,315,965,399,28.97907419,58.71908687,-0.531914894,2.588235294,1.1091,0.231498034,punta gorda,fl,punta gorda_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
91.1,2.27,2021-06-01,1372,1011,241,14.77488903,67.78693722,-0.565737052,1.333333333,1.2727,-0.016807222,lexington,ky,lexington_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
88.5,2.27,2021-06-01,730,598,538,53.6461636,60.93849081,-0.55625,1.739130435,1.1455,0.101520304,montgomery,al,montgomery_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
93.1,2.27,2021-06-01,586,1033,-17,71.14774889,9.321496512,-0.435185185,1,0.4727,0.225503637,bismarck,nd,bismarck_nd,18,10.03%,"$6,343 ",-7.11%,"$6,253 ",23
86.1,2.27,2021-06-01,672,1461,75,6.721623335,17.37476221,-0.47037037,1.615384615,0.6182,0.178930818,opelousas,la,opelousas_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
115.9,2.27,2021-06-01,357,913,226,76.79137603,14.83830057,-0.573529412,0.9375,0.5636,0.394477912,bend,or,bend_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.27,2021-06-01,178,750,12,49.71464807,53.3291059,-0.485915493,0.838709677,1.0364,-0.093764651,winston,nc,winston_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
107,2.27,2021-06-01,223,463,-271,86.42993025,40.58338618,-0.289855072,0.4,0.8909,-0.116585687,baltimore,md,baltimore_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
116.1,2.27,2021-06-01,15,890,100,69.18199112,23.90615092,-0.507936508,0.9,0.6909,0.196966235,riverside,ca,riverside_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
86,2.27,2021-06-01,792,1067,-131,34.24223209,42.99302473,-0.353846154,1.217391304,0.9273,0.052862258,lagrange,ga,lagrange_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.27,2021-06-01,117,752,536,58.27520609,44.70513633,-0.613636364,1.684210526,0.9273,0.206598722,deltona,fl,deltona_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
94.7,2.27,2021-06-01,455,833,340,31.57894737,65.37729867,-0.57,1.481481481,1.2182,0.085723373,myrtle beach,sc,myrtle beach_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
115,2.27,2021-06-01,259,804,-179,78.31325301,20.54533925,-0.296296296,0.714285714,0.6545,0.121212121,bremerton,wa,bremerton_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
88.4,2.27,2021-06-01,114,378,-194,79.83512999,55.80215599,-0.481481481,0.204081633,1.0727,0.12875121,dayton,oh,dayton_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.27,2021-06-01,1270,1279,-362,25.55485098,29.10589727,-0.5,0.194444444,0.7818,0.105990783,cleveland,ms,cleveland_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
,2.27,2021-06-01,1094,65,65,82.56182625,98.6049461,-0.550847458,0.256880734,2.4909,-0.176507019,auburn,in,auburn_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
91.2,2.27,2021-06-01,806,147,-55,74.8890298,92.20038047,-0.404040404,0.716666667,1.8727,0.11441048,chattanooga,tn,chattanooga_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
106.5,2.27,2021-06-01,143,108,25,94.4197844,79.77171845,-0.650485437,0.490566038,1.4364,-0.001498586,springfield,ma,springfield_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
86.7,2.27,2021-06-01,769,647,-245,47.62206722,63.47495244,-0.426356589,0.534883721,1.2,0.0803485,tulsa,ok,tulsa_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
128,2.27,2021-06-01,155,667,-438,88.14204185,21.11604312,-0.4125,0.028571429,0.6545,0.035846724,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.27,2021-06-01,1294,1437,-35,25.55485098,2.663284718,-0.491712707,0.076923077,0.2545,0.265450265,big spring,tx,big spring_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
98.5,2.27,2021-06-01,879,177,132,71.14774889,91.12238427,-0.429906542,1.475,1.8,0.310934531,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
84.8,2.27,2021-06-01,767,93,188,87.31769182,89.09321497,-0.657142857,0.424242424,1.7091,0.485126394,owosso,mi,owosso_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
87.2,2.27,2021-06-01,409,1563,-23,0.380469245,1.712111604,0.998628258,-0.2,0.2182,-0.048019208,davenport,ia,davenport_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
120.1,2.27,2021-06-01,47,973,-604,79.83512999,6.721623335,-0.222222222,-0.185185185,0.4,-0.123385464,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
89.3,2.27,2021-06-01,736,869,132,36.39822448,58.27520609,-0.549450549,0.90625,1.1091,0.143686059,kalamazoo,mi,kalamazoo_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
101.7,2.27,2021-06-01,326,115,416,94.1027267,79.51807229,-0.669642857,1.548387097,1.4364,0.073430717,charleston,sc,charleston_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.27,2021-06-01,1322,229,-83,78.31325301,75.39632213,-0.4,0.617021277,1.3818,0.268366165,van wert,oh,van wert_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
103.4,2.27,2021-06-01,826,1252,-185,10.20925808,46.79771718,-0.460526316,0.432432432,0.9636,0.123707903,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
84.2,2.27,2021-06-01,984,577,653,74.8890298,41.28091313,-0.698979592,1,0.9091,0.20861244,fort smith,ar,fort smith_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
91.7,2.27,2021-06-01,995,1408,-375,12.11160431,20.35510463,-0.165467626,0.636363636,0.6545,0.131338198,des moines,ia,des moines_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
96,2.27,2021-06-01,170,610,-523,62.46036779,51.55358275,-0.29787234,0.037037037,1.0182,-0.050030006,reading,pa,reading_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
128,2.27,2021-06-01,80,776,-427,83.51299937,16.99429296,-0.440860215,0.03125,0.6,0.019569944,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
95.5,2.27,2021-06-01,714,849,-513,31.57894737,64.4895371,-0.328125,0.395833333,1.2182,0.131195335,harrisonburg,va,harrisonburg_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
99.2,2.27,2021-06-01,1356,642,32,12.68230818,98.85859226,-0.441747573,1.316666667,2.5273,0.098669457,richmond,va,richmond_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
88.2,2.27,2021-06-01,679,1189,-74,12.93595434,50.91946734,-0.469767442,0.696969697,1.0182,0.077991017,dubois,pa,dubois_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
100.1,2.27,2021-06-01,99,1062,-103,65.94800254,11.66772353,-0.418181818,0.75,0.5091,0.07496977,chicago,il,chicago_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.27,2021-06-01,1120,444,402,64.10906785,64.55294864,-0.580645161,1.09375,1.2182,0.034136546,butte,mt,butte_mt,3,7.11%,"$4,494 ",-34.19%,"$4,301 ",2
,2.27,2021-06-01,915,1044,124,27.96448954,51.42675967,-0.586046512,0.866666667,1.0182,0.208669355,boone,nc,boone_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
97.6,2.27,2021-06-01,745,858,54,74.8890298,20.48192771,-0.566176471,0.44,0.6545,0.397431054,aberdeen,wa,aberdeen_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
99,2.27,2021-06-01,148,759,-47,94.4197844,7.799619531,-0.485714286,0.533333333,0.4182,-0.073825503,virginia beach,va,virginia beach_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
91.1,2.27,2021-06-01,196,1270,-411,28.97907419,25.87190869,-0.228070175,0.904761905,0.7273,0.002036364,lexington,ky,lexington_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
89.8,2.27,2021-06-01,365,372,-55,91.94673431,44.13443247,-0.453333333,0.7,0.9273,-0.014909478,columbia,mo,columbia_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
93.7,2.27,2021-06-01,101,646,-148,76.79137603,34.43246671,-0.275,0.875,0.8182,-0.033711456,grand rapids,mi,grand rapids_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.27,2021-06-01,63,1452,-132,25.23779328,0.443880786,-0.38,0.333333333,0.1455,0.05811138,urban honolulu,hi,urban honolulu_hi,24,10.66%,"$6,736 ",-1.35%,"$9,621 ",45
89.4,2.27,2021-06-01,766,202,638,71.14774889,86.74698795,-0.706730769,0.977777778,1.6182,0.08507292,forest city,nc,forest city_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
,2.27,2021-06-01,1313,470,5,44.9587825,80.91312619,-0.482993197,0.760869565,1.4727,-0.112248267,hannibal,mo,hannibal_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
95.8,2.27,2021-06-01,1119,1474,-322,14.77488903,7.228915663,-0.161538462,0.642857143,0.4182,0.137384884,houston,tx,houston_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
86,2.27,2021-06-01,104,1416,51,23.39885859,7.989854153,-0.532019704,1.090909091,0.4182,0.223809524,mcallen,tx,mcallen_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
178.6,2.27,2021-06-01,89,1023,-640,67.78693722,13.25301205,-0.015625,0.153846154,0.5455,-0.024434942,san francisco,ca,san francisco_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
88.5,2.27,2021-06-01,317,720,335,85.41534559,19.5307546,-0.621212121,0.75,0.6364,-0.137288136,columbus,ga,columbus_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
84.3,2.27,2021-06-01,1071,1230,-39,9.194673431,50.47558656,-0.35678392,1.074074074,1.0182,0.026268657,huntington,wv,huntington_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.27,2021-06-01,1364,706,-499,13.63348129,92.7076728,-0.111111111,0.640625,1.9091,0.091389728,north vernon,in,north vernon_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
,2.27,2021-06-01,1331,924,576,79.83512999,11.09701966,-0.733333333,2.111111111,0.5091,-0.136998648,great bend,ks,great bend_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
89.6,2.27,2021-06-01,977,1538,-13,2.029169309,6.214331008,0.414239482,0.375,0.4,-0.114044351,st. louis,mo,st. louis_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
88.7,2.27,2021-06-01,1086,395,90,67.78693722,65.884591,-0.483606557,0.888888889,1.2364,0.01529563,tullahoma,tn,tullahoma_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.27,2021-06-01,801,1146,224,14.77488903,54.15345593,-0.634228188,1.230769231,1.0545,0.1978,rutland,vt,rutland_vt,33,11.62%,"$7,347 ",7.60%,"$7,498 ",41
85.5,2.27,2021-06-01,654,1060,-436,54.91439442,23.01838935,-0.453125,0.151515152,0.6909,-0.266422141,st. joseph,mo,st. joseph_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
94.5,2.27,2021-06-01,378,323,400,73.11350666,68.86493342,-0.574468085,1.1875,1.2727,0.204417587,yuma,az,yuma_az,16,9.52%,"$6,021 ",-11.83%,"$5,814 ",14
99,2.27,2021-06-01,287,931,-100,87.31769182,2.7901078,-0.384615385,0.272727273,0.2545,0.01509434,virginia beach,va,virginia beach_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
,2.27,2021-06-01,1300,1085,336,11.60431198,64.17247939,-0.535433071,2.045454545,1.2182,-0.080288077,elkins,wv,elkins_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.27,2021-06-01,1269,557,321,62.46036779,56.30944832,-0.676470588,0.428571429,1.0909,0.137037037,malvern,ar,malvern_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
,2.27,2021-06-01,893,1171,-84,32.78376665,33.35447051,-0.600938967,0.323529412,0.8182,0.22972973,gloversville,ny,gloversville_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
94.7,2.27,2021-06-01,202,1314,143,21.17945466,28.91566265,-0.524271845,2.230769231,0.7636,0.26219258,myrtle beach,sc,myrtle beach_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
105.4,2.27,2021-06-01,623,854,-349,71.14774889,24.66708941,-0.2375,0.625,0.7091,0.030992967,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
103.4,2.27,2021-06-01,69,479,-246,73.11350666,51.934052,-0.491525424,0.076923077,1.0182,-0.033444444,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
85.7,2.27,2021-06-01,841,31,170,95.24413443,91.94673431,-0.736434109,0.324675325,1.8545,0.911314985,marion,oh,marion_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
110.9,2.27,2021-06-01,239,762,-209,87.31769182,14.45783133,-0.376623377,0.409090909,0.5636,0.169717542,olympia,wa,olympia_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
,2.27,2021-06-01,1010,779,49,27.20355105,73.11350666,-0.485714286,1,1.3455,-0.056080114,rockingham,nc,rockingham_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
99.8,2.27,2021-06-01,211,150,402,97.59036145,69.11857958,-0.756521739,1.258064516,1.2727,0.142610448,durham,nc,durham_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
,2.27,2021-06-01,843,726,286,28.97907419,75.58655675,-0.519125683,1.375,1.3818,0.440167683,kinston,nc,kinston_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
89.8,2.27,2021-06-01,393,165,-77,71.14774889,92.58084971,-0.419047619,0.386666667,1.8909,-0.002202643,janesville,wi,janesville_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
101.7,2.27,2021-06-01,161,1076,258,38.93468611,37.53963221,-0.565217391,1.611111111,0.8545,0.258770382,charleston,sc,charleston_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
97.9,2.27,2021-06-01,309,137,69,83.51299937,86.17628408,-0.555555556,0.62962963,1.6,0.001855288,charlotte,nc,charlotte_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
88.2,2.27,2021-06-01,987,448,160,64.10906785,64.42612555,-0.569536424,0.634146341,1.2182,0.28,memphis,tn,memphis_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
89.8,2.27,2021-06-01,643,674,-58,19.02346227,89.66391883,-0.462765957,0.666666667,1.7273,0.380366775,hickory,nc,hickory_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
89.6,2.27,2021-06-01,594,406,167,53.6461636,79.32783767,-0.547770701,0.755555556,1.4364,-0.109252892,dubuque,ia,dubuque_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
,2.27,2021-06-01,1309,1291,45,25.55485098,27.64743183,-0.62295082,0.615384615,0.7636,0.086608942,americus,ga,americus_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
87.2,2.27,2021-06-01,329,665,-1,69.18199112,40.26632847,-0.544117647,0.484848485,0.8909,-0.026387539,evansville,in,evansville_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
101.4,2.27,2021-06-01,34,697,137,54.91439442,51.99746354,-0.507042254,1,1.0182,0.054426934,orlando,fl,orlando_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
100.1,2.27,2021-06-01,1284,15,581,93.72225745,99.49270767,-0.798941799,1.616666667,2.8545,0.061113528,chicago,il,chicago_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
128,2.27,2021-06-01,107,638,-54,80.78630311,30.88142042,-0.566929134,0.303030303,0.7818,-0.00823111,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.27,2021-06-01,1291,587,-443,29.93024731,85.28852251,-0.25,0.279411765,1.5818,-0.362608696,decatur,in,decatur_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
103.3,2.27,2021-06-01,241,988,12,37.79327838,47.30500951,-0.529069767,0.766666667,0.9636,0.173509341,asheville,nc,asheville_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
90,2.27,2021-06-01,269,251,-149,84.6544071,65.31388713,-0.474226804,0.240740741,1.2182,0.002049596,cleveland,oh,cleveland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
93.7,2.27,2021-06-01,258,567,19,67.78693722,49.77805961,-0.363636364,1.115384615,1,0.124702965,grand rapids,mi,grand rapids_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.27,2021-06-01,1061,315,251,81.80088776,60.87507926,-0.530434783,1.032258065,1.1455,0.148492846,cañon city,co,cañon city_co,9,8.54%,"$5,396 ",-20.98%,"$6,611 ",13
,2.27,2021-06-01,1361,332,-209,73.11350666,67.85034876,-0.4,0.272727273,1.2727,0.232783991,greensburg,in,greensburg_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
89.5,2.27,2021-06-01,585,301,-27,60.3043754,83.51299937,-0.37962963,1,1.5273,-0.035727045,cleveland,tn,cleveland_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.27,2021-06-01,1058,1211,-379,29.93024731,31.51553583,-0.360294118,0.62962963,0.8,-0.055710906,rock springs,wy,rock springs_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
120.1,2.27,2021-06-01,533,748,-441,78.31325301,24.79391249,-0.40625,0.083333333,0.7091,0.153864598,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
128,2.27,2021-06-01,214,586,-283,86.42993025,28.85225111,-0.409638554,0.3125,0.7636,-0.038171177,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
85.8,2.27,2021-06-01,485,1301,-32,35.32022828,16.67723526,-0.477987421,1.0625,0.6,-0.007663588,shreveport,la,shreveport_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
116.5,2.27,2021-06-01,116,786,6,86.42993025,13.31642359,-0.423529412,1,0.5455,0.13022113,portland,or,portland_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.27,2021-06-01,1210,1435,-28,12.11160431,16.29676601,-0.439613527,0.736842105,0.6,-0.096028037,effingham,il,effingham_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
96.4,2.27,2021-06-01,1350,1453,-241,14.2675967,11.28725428,-0.292993631,0.473684211,0.5091,0.161791045,tallahassee,fl,tallahassee_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
91.1,2.27,2021-06-01,793,838,390,53.6461636,43.11984781,-0.517006803,2.4,0.9273,0.112556278,statesboro,ga,statesboro_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
88.1,2.27,2021-06-01,456,32,11,89.09321497,97.97083069,-0.477272727,0.96969697,2.3636,0.068173973,johnson city,tn,johnson city_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.27,2021-06-01,1195,1218,272,19.78440076,41.15409004,-0.677419355,1.631578947,0.9091,-0.014222222,pontiac,il,pontiac_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
90.2,2.27,2021-06-01,471,245,191,67.78693722,83.32276474,-0.556338028,0.826086957,1.5273,0.153745645,indianapolis,in,indianapolis_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
128,2.27,2021-06-01,33,1376,71,34.24223209,4.375396322,-0.586206897,0.384615385,0.3273,0.123266564,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
89.2,2.27,2021-06-01,554,1248,-67,37.79327838,19.40393152,-0.445205479,1.058823529,0.6364,0.16913484,valdosta,ga,valdosta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.27,2021-06-01,1047,159,349,67.78693722,97.27330374,-0.642045455,1.016393443,2.2364,-0.038864799,henderson,nc,henderson_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
96.6,2.27,2021-06-01,1108,55,-30,90.29803424,93.91249207,-0.362318841,0.862068966,1.9636,-0.080697224,rochester,ny,rochester_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
86.3,2.27,2021-06-01,548,394,371,82.56182625,51.10970197,-0.453608247,1.8,1.0182,0.110294118,dothan,al,dothan_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
98.1,2.27,2021-06-01,421,563,382,89.09321497,28.66201649,-0.640625,0.909090909,0.7636,0.177535803,grand junction,co,grand junction_co,9,8.54%,"$5,396 ",-20.98%,"$6,611 ",13
89,2.27,2021-06-01,373,1371,-191,9.321496512,30.18389347,-0.328042328,0.653846154,0.7818,0.016,bloomington,il,bloomington_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
92.4,2.27,2021-06-01,322,169,-97,91.56626506,71.59162968,-0.522727273,0.384615385,1.3091,-0.04386921,cincinnati,oh,cincinnati_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.27,2021-06-01,1253,1235,-546,34.24223209,24.22320862,-0.294117647,0.392857143,0.7091,0.506373117,sheridan,wy,sheridan_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
113.6,2.27,2021-06-01,111,397,-184,89.09321497,44.45149017,-0.525773196,0.243902439,0.9273,0.176890854,stockton,ca,stockton_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
99.5,2.27,2021-06-01,1144,39,78,87.31769182,98.66835764,-0.578947368,0.539325843,2.4909,0.011821862,madison,wi,madison_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
,2.27,2021-06-01,1358,932,102,18.51616994,71.40139505,-0.538461538,0.894736842,1.3091,0.205326087,brookings,or,brookings_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
107.4,2.27,2021-06-01,149,687,-74,60.3043754,47.24159797,-0.37962963,0.962962963,0.9636,0.119360902,reno,nv,reno_nv,4,7.94%,"$5,017 ",-26.53%,"$5,180 ",10
,2.27,2021-06-01,1286,1442,-18,12.11160431,15.21876982,-0.447619048,0.777777778,0.5818,0.167974882,hays,ks,hays_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
93.6,2.27,2021-06-01,805,672,68,38.93468611,70.00634115,-0.483870968,0.972222222,1.2909,0.23801584,lake city,fl,lake city_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
90.2,2.27,2021-06-01,781,243,-79,62.46036779,89.02980342,-0.45,0.382352941,1.7091,0.016427105,indianapolis,in,indianapolis_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
95,2.27,2021-06-01,1255,247,639,86.42993025,64.61636018,-0.65248227,1.481481481,1.2182,0.166666667,athens,ga,athens_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
98.5,2.27,2021-06-01,597,1013,-705,41.85161699,40.39315155,-0.212121212,0.324324324,0.8909,0.183085351,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
128,2.27,2021-06-01,11,1534,-24,8.560558022,0.253646164,-0.407239819,-0.4,0.1091,-0.03310614,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
92.7,2.27,2021-06-01,488,369,414,53.6461636,82.9422955,-0.477941176,1.964285714,1.5091,0.257966616,san antonio,tx,san antonio_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
98.9,2.27,2021-06-01,190,209,-181,97.2098922,58.59226379,-0.42,0.173076923,1.1091,0.045834849,allentown,pa,allentown_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.27,2021-06-01,1342,725,168,23.39885859,81.23018389,-0.522613065,1.025,1.4727,0.127777778,mineral wells,tx,mineral wells_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
88.3,2.27,2021-06-01,612,410,329,65.94800254,66.39188332,-0.621301775,0.7,1.2364,0.294997767,rocky mount,nc,rocky mount_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
101.7,2.27,2021-06-01,567,84,161,90.04438808,88.01521877,-0.516129032,1.394736842,1.6545,0.030857918,ithaca,ny,ithaca_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
88.5,2.27,2021-06-01,1288,295,478,54.91439442,89.53709575,-0.517241379,1.96875,1.7273,0.231315243,columbus,ga,columbus_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
87.4,2.27,2021-06-01,407,937,-496,65.94800254,23.52568167,-0.326315789,0.310344828,0.6909,0.008125525,jackson,mi,jackson_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
84.1,2.27,2021-06-01,1000,1122,-209,16.80405834,53.89980977,-0.482758621,0.45,1.0545,-0.072753623,wheeling,wv,wheeling_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
86.7,2.27,2021-06-01,1161,1264,-684,23.39885859,32.46670894,-0.321428571,0.184210526,0.8182,0.024657534,tulsa,ok,tulsa_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
100.3,2.27,2021-06-01,299,800,-134,58.27520609,40.71020926,-0.306122449,1.130434783,0.8909,0.117427394,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
89.6,2.27,2021-06-01,583,1346,-709,9.89220038,33.73493976,-0.156462585,0.184210526,0.8182,0.112359551,st. louis,mo,st. louis_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
87.8,2.27,2021-06-01,588,730,316,31.57894737,72.54280279,-0.537634409,1.35483871,1.3273,0.209026128,jackson,ms,jackson_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
105.4,2.27,2021-06-01,508,453,-114,86.42993025,41.85161699,-0.379746835,0.666666667,0.9091,0.157713681,albany,or,albany_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.27,2021-06-01,1073,237,63,58.27520609,94.35637286,-0.510791367,0.816666667,1.9818,0.02764335,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
